ARTNO,popularity,Truck,Collect
40504193,1,0.0,1.0
40504249,1,0.0,1.0
40507342,2,0.5,0.5
40508407,1,0.0,1.0
40508884,1,0.0,1.0
40510306,2,1.0,0.0
40525685,1,0.0,1.0
40527670,1,1.0,0.0
40531988,1,0.0,0.0
40534562,2,0.0,1.0
40534835,1,0.0,1.0
40537971,1,0.0,1.0
40539183,1,0.0,1.0
40545283,1,0.0,1.0
44881100,1,0.0,1.0
50160208,1,0.0,1.0
50177223,1,0.0,1.0
50180027,1,0.0,1.0
50183993,1,0.0,1.0
50205495,1,1.0,0.0
50205612,1,1.0,0.0
50213546,2,0.0,1.0
50214560,5,0.8,0.0
50219893,1,1.0,0.0
50238858,1,1.0,0.0
50242723,1,0.0,0.0
50246306,2,1.0,0.0
50257253,1,1.0,0.0
50258323,1,0.0,1.0
50263838,1,1.0,0.0
50275558,1,1.0,0.0
50277977,3,0.3333333333333333,0.3333333333333333
50278726,3,0.6666666666666666,0.3333333333333333
50285034,1,1.0,0.0
50293604,2,0.5,0.5
50298418,1,1.0,0.0
50308196,1,1.0,0.0
50320805,1,0.0,1.0
50324511,1,0.0,1.0
50330606,2,1.0,0.0
50330951,2,0.5,0.5
50334303,1,1.0,0.0
50335091,1,0.0,1.0
50335618,1,1.0,0.0
50342237,3,0.3333333333333333,0.6666666666666666
50353612,1,0.0,1.0
50356187,1,1.0,0.0
50357002,4,1.0,0.0
50359195,1,1.0,0.0
50361792,1,0.0,1.0
50378410,1,1.0,0.0
50391421,1,1.0,0.0
50395382,2,0.0,1.0
50396094,2,1.0,0.0
50400270,1,0.0,1.0
50404027,1,1.0,0.0
50404032,3,1.0,0.0
50422494,1,1.0,0.0
50424054,1,0.0,1.0
50427632,1,0.0,1.0
50433987,1,0.0,0.0
50443811,1,1.0,0.0
50444783,1,0.0,1.0
50445320,1,1.0,0.0
50454036,1,1.0,0.0
50456554,1,1.0,0.0
50456592,1,0.0,1.0
50457105,1,1.0,0.0
50458614,1,0.0,1.0
50458831,2,1.0,0.0
50465756,1,1.0,0.0
50467883,1,1.0,0.0
50471026,2,0.0,1.0
50472827,1,0.0,1.0
50474751,2,0.5,0.5
50486650,2,0.5,0.5
50490138,1,0.0,1.0
50494141,2,1.0,0.0
50497818,1,1.0,0.0
50498889,1,1.0,0.0
50504772,1,1.0,0.0
50509374,1,0.0,1.0
50510301,1,1.0,0.0
50512649,1,0.0,1.0
50515346,1,1.0,0.0
50516063,1,1.0,0.0
50517760,1,0.0,1.0
50518477,2,1.0,0.0
50518910,1,1.0,0.0
50520753,1,1.0,0.0
50522375,1,1.0,0.0
50525642,2,0.0,1.0
50534632,1,0.0,1.0
50545249,1,0.0,1.0
60159520,2,0.0,1.0
60185034,2,0.5,0.0
60193128,1,0.0,1.0
60205485,1,1.0,0.0
60205664,1,1.0,0.0
60208238,1,1.0,0.0
60211274,1,0.0,0.0
60212565,1,1.0,0.0
60214569,1,1.0,0.0
60217228,2,0.5,0.5
60245957,1,1.0,0.0
60245962,1,1.0,0.0
60246396,3,0.3333333333333333,0.0
60257648,1,1.0,0.0
60261103,1,1.0,0.0
60263244,3,0.3333333333333333,0.0
60272837,1,0.0,0.0
60273417,1,0.0,1.0
60280205,1,0.0,1.0
60281295,1,0.0,1.0
60282186,1,1.0,0.0
60285024,1,1.0,0.0
60293566,3,1.0,0.0
60295532,1,1.0,0.0
60297885,1,1.0,0.0
60300374,1,1.0,0.0
60322130,1,1.0,0.0
60330984,1,0.0,0.0
60331059,1,1.0,0.0
60331200,2,1.0,0.0
60335199,1,1.0,0.0
60342656,1,1.0,0.0
60344735,1,1.0,0.0
60348125,1,0.0,1.0
60357247,1,1.0,0.0
60365855,1,1.0,0.0
60381898,1,1.0,0.0
60391859,1,1.0,0.0
60395876,1,0.0,1.0
60396121,3,1.0,0.0
60399902,1,0.0,1.0
60400000,1,0.0,1.0
60400321,1,0.0,0.0
60403584,2,0.5,0.0
60403602,2,0.5,0.5
60409294,2,1.0,0.0
60412932,1,1.0,0.0
60427523,1,0.0,1.0
60431718,1,1.0,0.0
60442383,6,0.8333333333333334,0.0
60444688,1,0.0,1.0
60452174,1,0.0,1.0
60454026,1,1.0,0.0
60457671,1,0.0,0.0
60466246,1,1.0,0.0
60473015,1,1.0,0.0
60474425,1,0.0,1.0
60476354,1,1.0,0.0
60481384,1,1.0,0.0
60498110,1,0.0,1.0
60501886,1,0.0,1.0
60503569,1,0.0,0.0
60505511,3,0.6666666666666666,0.3333333333333333
60509142,3,0.0,0.0
60510310,1,1.0,0.0
60512861,1,0.0,1.0
60512875,1,0.0,1.0
60518108,1,0.0,1.0
60518472,1,1.0,0.0
60518486,2,1.0,0.0
60529084,2,1.0,0.0
60532208,1,0.0,1.0
60533057,1,1.0,0.0
60534288,1,0.0,1.0
60534641,2,0.0,1.0
70118968,1,0.0,1.0
70177255,1,0.0,1.0
70186090,1,0.0,1.0
70193321,1,0.0,1.0
70205480,1,1.0,0.0
70213545,1,0.0,1.0
70213569,1,1.0,0.0
70214559,12,0.9166666666666666,0.0
70214564,5,0.4,0.0
70217157,1,0.0,1.0
70238541,3,0.3333333333333333,0.6666666666666666
70245952,1,1.0,0.0
70246348,3,0.6666666666666666,0.3333333333333333
70246386,5,1.0,0.0
70246683,4,0.25,0.25
70246744,1,0.0,0.0
70256931,3,1.0,0.0
70257638,4,1.0,0.0
70261131,1,0.0,1.0
70277957,21,0.6190476190476191,0.0952380952380952
70277981,5,0.8,0.0
70277995,3,0.3333333333333333,0.3333333333333333
70285028,1,1.0,0.0
70286645,2,0.0,1.0
70290360,1,1.0,0.0
70292104,2,0.0,1.0
70313007,1,0.0,1.0
70320319,1,1.0,0.0
70330945,3,0.6666666666666666,0.0
70331186,2,0.5,0.5
70346932,5,0.8,0.0
70359199,1,0.0,1.0
70366798,1,1.0,0.0
70381275,1,0.0,1.0
70392844,1,0.0,1.0
70396917,1,0.0,1.0
70403606,1,1.0,0.0
70404026,2,1.0,0.0
70417892,1,1.0,0.0
70420936,1,1.0,0.0
70421238,1,0.0,1.0
70429611,1,1.0,0.0
70434113,1,0.0,1.0
70456591,1,0.0,1.0
70466811,1,0.0,1.0
70467721,1,0.0,1.0
70488318,1,1.0,0.0
70489695,1,0.0,1.0
70490948,1,1.0,0.0
70509132,1,0.0,0.0
70510300,2,1.0,0.0
70512648,1,0.0,1.0
70514039,1,1.0,0.0
70518513,1,0.0,1.0
70521539,1,0.0,1.0
70527720,1,0.0,1.0
70529088,2,1.0,0.0
70530256,1,0.0,1.0
70532062,2,0.0,1.0
70534645,2,0.5,0.5
80010222,1,0.0,1.0
80066723,1,0.0,1.0
80089239,3,0.6666666666666666,0.3333333333333333
80094014,2,0.0,1.0
80195536,1,0.0,1.0
80205535,1,1.0,0.0
80208261,1,1.0,0.0
80213432,1,1.0,0.0
80214549,3,0.3333333333333333,0.3333333333333333
80214568,6,0.3333333333333333,0.1666666666666666
80215332,1,1.0,0.0
80221451,1,0.0,0.0
80230224,2,0.5,0.0
80236103,1,1.0,0.0
80242892,1,0.0,1.0
80251513,1,0.0,1.0
80256940,4,0.5,0.0
80257261,1,1.0,0.0
80258915,1,0.0,1.0
80261258,4,0.75,0.25
80272841,1,0.0,1.0
80275887,7,0.4285714285714285,0.5714285714285714
80309241,1,1.0,0.0
80320521,1,1.0,0.0
80326778,1,0.0,1.0
80331063,1,1.0,0.0
80331930,6,1.0,0.0
80342882,1,0.0,1.0
80344065,1,0.0,1.0
80362974,1,1.0,0.0
80377937,2,0.0,1.0
80391764,1,1.0,0.0
80393249,1,0.0,1.0
80396926,1,0.0,1.0
80398058,1,1.0,0.0
80403564,1,1.0,0.0
80410055,2,1.0,0.0
80429408,1,1.0,0.0
80429757,3,0.0,1.0
80430534,1,1.0,0.0
80435188,1,0.0,0.0
80435942,1,0.0,1.0
80436965,1,1.0,0.0
80445253,1,0.0,0.0
80446455,1,0.0,0.0
80448968,1,0.0,0.0
80448973,1,0.0,1.0
80458189,1,1.0,0.0
80458815,1,1.0,0.0
80458839,1,1.0,0.0
80460823,1,1.0,0.0
80461380,2,0.0,1.0
80470030,2,0.0,0.0
80474764,1,0.0,0.0
80480393,1,0.0,1.0
80502111,1,0.0,1.0
80509481,1,1.0,0.0
80515585,1,0.0,1.0
80515873,1,0.0,1.0
80519946,1,1.0,0.0
80524882,3,0.6666666666666666,0.0
80532684,1,0.0,1.0
80534372,1,1.0,0.0
90027972,1,0.0,0.0
90066708,2,0.0,1.0
90124534,3,0.6666666666666666,0.3333333333333333
90160211,1,1.0,0.0
90184047,1,0.0,1.0
90190524,2,1.0,0.0
90198030,1,0.0,1.0
90201725,1,1.0,0.0
90205484,1,1.0,0.0
90205498,1,1.0,0.0
90207402,1,0.0,1.0
90212564,1,1.0,0.0
90213549,1,0.0,1.0
90217972,1,1.0,0.0
90224048,1,0.0,1.0
90245946,2,1.0,0.0
90246328,1,1.0,0.0
90246352,9,0.6666666666666666,0.0
90256893,12,0.8333333333333334,0.0
90262196,1,1.0,0.0
90277961,7,0.2857142857142857,0.1428571428571428
90279719,1,0.0,1.0
90282180,2,0.5,0.5
90285032,1,1.0,0.0
90291518,1,0.0,1.0
90294512,2,1.0,0.0
90301555,1,0.0,1.0
90309245,2,0.5,0.5
90311540,2,0.0,0.0
90331166,2,0.5,0.5
90338417,1,1.0,0.0
90347351,3,1.0,0.0
90348586,1,0.0,1.0
90366783,1,1.0,0.0
90382882,2,0.0,1.0
90391853,2,1.0,0.0
90392046,1,0.0,1.0
90404822,2,1.0,0.0
90429771,1,1.0,0.0
90433990,1,0.0,0.0
90434961,1,1.0,0.0
90435102,1,0.0,1.0
90440764,1,0.0,1.0
90446148,1,1.0,0.0
90449019,1,0.0,0.0
90451309,1,1.0,0.0
90455086,1,0.0,1.0
90458914,2,0.5,0.5
90460573,1,1.0,0.0
90462355,1,0.0,1.0
90466155,1,0.0,1.0
90467089,1,1.0,0.0
90472340,1,1.0,0.0
90488100,1,0.0,1.0
90488143,1,0.0,1.0
90503558,1,0.0,0.0
90509145,1,0.0,0.0
90510945,1,1.0,0.0
90511105,3,1.0,0.0
90519880,1,0.0,1.0
90520746,1,0.0,0.0
90523014,1,0.0,1.0
90529087,1,1.0,0.0
90538001,2,0.0,1.0
90542668,1,0.0,1.0
95685100,1,0.0,1.0
